watch_id,brand,product_name,sku,image_url,local_path,status
43,Citizen,Citizen AN8201-57L Quartz Kronograf Erkek Kol,AN8201-57L,https://www.abtsaat.com/productimages/102089/big/citizen-an8201-57l-gents-watch-blue-dial-erkek-kol-saati-2-min.jpg,watch_images/citizen/an8201-57l/watch_43__an8201-57l__4f5ff761dd.jpg,downloaded
44,Citizen,Citizen AN8200-50A Quartz Kronograf Erkek Kol,AN8200-50A,https://www.abtsaat.com/productimages/102206/big/an8200-50a2.jpg,watch_images/citizen/an8200-50a/watch_44__an8200-50a__2873db9425.jpg,downloaded
46,Citizen,Citizen Eco Drive CB5946-82X Erkek Kol Saati,CB5946-82X,https://www.abtsaat.com/productimages/101488/big/citizen-cb5946-82-eco-drive-erkek-kol-saati-3.jpg,watch_images/citizen/cb5946-82x/watch_46__cb5946-82x__b3872ae2a6.jpg,downloaded
47,Citizen,Citizen AW1761-89L Eco-Drive Erkek Kol Saati,AW1761-89L,https://www.abtsaat.com/productimages/101642/big/citizen-aw1761-89l-erkek-kol-saati-min.png,watch_images/citizen/aw1761-89l/watch_47__aw1761-89l__a28f460cc1.png,downloaded
54,Seiko,Seiko SSB459P1 Chronograph Erkek Kol Saati,SSB459P,https://www.abtsaat.com/productimages/103532/big/seiko-ssb459p-erkek-kol-saati.png,watch_images/seiko/ssb459p/watch_54__ssb459p__55a0236327.png,downloaded
82,Baltic,Baltic Bicompax 002 Black - Beads of Rice BIC12TBLAS11 Mekanik Kronograf Erkek Kol Saati,BICOMBLKOPNbor,https://www.abtsaat.com/productimages/103242/big/bicompax-black-3-4-bor.png,watch_images/baltic/bicomblkopnbor/watch_82__bicomblkopnbor__5c4bf43992.png,downloaded
89,Citizen,Citizen Promaster NY0121-09XE Erkek Kol Saati,NY0121-09XE,https://www.abtsaat.com/productimages/102015/big/citizen-ny0121-09xe-promaster-otomatik-erkek-kol-saati-1.png,watch_images/citizen/ny0121-09xe/watch_89__ny0121-09xe__c8437fa06c.png,downloaded
106,Baltic,Baltic Hermetique Dual Time Enduropale Limited Edition - Rubber FKM Black Otomatik Erkek Kol Saati,HTQEDP2,https://www.abtsaat.com/productimages/103184/big/hermetique_enduropale_dos_fkm-noir_srgb.png,watch_images/baltic/htqedp2/watch_106__htqedp2__6ae26881fb.png,downloaded
142,Seiko,Seiko Prospex Speedtimer Compact Countdown SPB513J1 Otomatik Erkek Kol Saati,SPB513J,https://www.abtsaat.com/productimages/103720/big/seiko-speedtimer-spb513j1-otamatik-erkek-kol-saati-38.jpg,watch_images/seiko/spb513j/watch_142__spb513j__ca3eeb5e29.jpg,downloaded
151,Tissot,Tissot PR516 Otomatik Kronograf T1494621101100 Erkek Kol Saati,T149.462.11.011.00,https://www.abtsaat.com/productimages/103250/big/tissot-pr516-automatic-chronograph-41m-743-01.jpg,watch_images/tissot/t149.462.11.011.00/watch_151__t149.462.11.011.00__36b6cfda53.jpg,downloaded
153,Citizen,Citizen Promaster BN0227-09L Erkek Kol Saati,BN0227-09L,https://www.abtsaat.com/productimages/101055/big/bn0227-09l.png,watch_images/citizen/bn0227-09l/watch_153__bn0227-09l__cc1100ce8e.png,downloaded
155,Citizen,Citizen AT1190-87L Eco-Drive Erkek Kol Saati,AT1190-87L,https://www.abtsaat.com/productimages/101398/big/citizen-at1190-87l-erkek-kol-saati-2.jpeg,watch_images/citizen/at1190-87l/watch_155__at1190-87l__04dfb1380f.jpeg,downloaded
157,Citizen,Citizen AW0110-82EE Eco-Drive Erkek Kol Saati,AW0110-82EE,https://www.abtsaat.com/productimages/101406/big/citizen-aw0110-82ee-erkek-kol-saati-1.png,watch_images/citizen/aw0110-82ee/watch_157__aw0110-82ee__9603c38b0f.png,downloaded
160,Citizen,Citizen AW0102-13AE Eco-Drive Erkek Kol Saati,AW0102-13AE,https://www.abtsaat.com/productimages/101424/big/citizen-aw0102-13a-eco-drive-erkek-kol-saati.png,watch_images/citizen/aw0102-13ae/watch_160__aw0102-13ae__1a94e0ea39.png,downloaded
162,Citizen,Citizen PromasterJY8058-50L Erkek Kol Saati,JY8058-50L,https://www.abtsaat.com/productimages/101427/big/citizen-jy8058-50l-eco-drive-erkek-kol-saati-2.jpeg,watch_images/citizen/jy8058-50l/watch_162__jy8058-50l__a89eda15d3.jpeg,downloaded
165,Citizen,Citizen Promaster BN0225-04L Limitli Kol Saati,BN0225-04L,https://www.abtsaat.com/productimages/101485/big/citizen-bn0225-04l-eco-drive-erkek-kol-saati-4.jpg,watch_images/citizen/bn0225-04l/watch_165__bn0225-04l__4a6a61888e.jpg,downloaded
166,Citizen,Citizen Eco Drive CB5945-85L Erkek Kol Saati,CB5945-85L,https://www.abtsaat.com/productimages/101487/big/citizen-cb5945-85l-eco-drive-erkek-kol-saati-3.jpg,watch_images/citizen/cb5945-85l/watch_166__cb5945-85l__aff229461f.jpg,downloaded
181,Citizen,Citizen Tsuyosa NJ0151-88W Otomatik Erkek Kol Saati,NJ0151-88W,https://www.abtsaat.com/productimages/102688/big/nj0151-88w-3.png,watch_images/citizen/nj0151-88w/watch_181__nj0151-88w__692e6a304a.png,downloaded
197,Citizen,Citizen BM8470-11EE Eco-Drive Erkek Kol Saati,BM8470-11EE,https://www.abtsaat.com/productimages/101049/big/eco-drive-tech-youtube.jpeg,watch_images/citizen/bm8470-11ee/watch_197__bm8470-11ee__f98bd78360.jpeg,downloaded
199,Citizen,Citizen Eco-Drive Chronograph CA0459-79L,CA0459-79L,https://www.abtsaat.com/productimages/102458/big/citizen-eco-drive-ca0459-79l-kol-saati-2.png,watch_images/citizen/ca0459-79l/watch_199__ca0459-79l__c5e27a94ae.png,downloaded
200,Citizen,Citizen Eco-Drive Chronograph CA0459-79X,CA0459-79X,https://www.abtsaat.com/productimages/102459/big/citizen-eco-drive-ca0459-79x-eco-drive-erkek-kol-saati-2.png,watch_images/citizen/ca0459-79x/watch_200__ca0459-79x__6ee902cfc9.png,downloaded
210,Citizen,Citizen Eco-Drive Chronograph AT2560-84L Erkek,AT2560-84L,https://www.abtsaat.com/productimages/102446/big/citizen-at2560-84l-eco-drive-erkek-kol-saati-3.png,watch_images/citizen/at2560-84l/watch_210__at2560-84l__cb69341583.png,downloaded
211,Citizen,Citizen Eco-Drive Chronograph AT2561-81X Erkek,AT2561-81X,https://www.abtsaat.com/productimages/102448/big/citizen-eco-drive-at2561-81x-erkek-kol-saati-2.png,watch_images/citizen/at2561-81x/watch_211__at2561-81x__41b5243ad8.png,downloaded
213,Citizen,Citizen Promaster Eco-Drive CB5000-50L Erkek,CB5000-50L,https://www.abtsaat.com/productimages/101064/big/cb5000-50l_s3.jpeg,watch_images/citizen/cb5000-50l/watch_213__cb5000-50l__b78049c0e0.jpeg,downloaded
217,Citizen,Citizen Eco-Drive Chronograph CA4505-21X Erkek Kol Saati,CA4505-21X,https://www.abtsaat.com/productimages/102460/big/citizen-ca4505-21x-eco-drive-erkek-kol-saati-2.png,watch_images/citizen/ca4505-21x/watch_217__ca4505-21x__d45acf9521.png,downloaded
254,Citizen,Citizen AW1816-89E Eco-Drive Erkek Kol Saati,AW1816-89E,https://www.abtsaat.com/productimages/102454/big/citizen-aw1816-89e-eco-drive-erkek-kol-saati-2.png,watch_images/citizen/aw1816-89e/watch_254__aw1816-89e__4036159aff.png,downloaded
282,Citizen,Citizen Zenshin Chrono CA4610-85L Eco-Drive Erkek Kol Saati,CA4610-85L,https://www.abtsaat.com/productimages/102429/big/citizen-forza-ca4610-85l-eco-drive-erkek-kol-saati-2.png,watch_images/citizen/ca4610-85l/watch_282__ca4610-85l__d3d10b7127.png,downloaded
283,Citizen,Citizen Zenshin Chrono CA4610-85M Eco-Drive Erkek Kol Saati,CA4610-85M,https://www.abtsaat.com/productimages/102430/big/citizen-forza-ca4610-85m-eco-drive-erkek-kol-saati-4.png,watch_images/citizen/ca4610-85m/watch_283__ca4610-85m__ebb071085d.png,downloaded
288,Citizen,Citizen Promaster Eco-Drive BN4044-15E Erkek Kol Saati,BN4044-15E,https://www.abtsaat.com/productimages/102223/big/citizen-promaster-bn4044-15e-eco-drive-erkek-kol-saati-6.jpg,watch_images/citizen/bn4044-15e/watch_288__bn4044-15e__15b4105805.jpg,downloaded
292,Citizen,Citizen Eco-Drive Tsuki-Yomi Moonphase Eco-Drive Erkek Kol Saati,BY1018-80X,https://www.abtsaat.com/productimages/102224/big/citizen-by1018-80x-eco-drive-erkek-kol-saati-2.png,watch_images/citizen/by1018-80x/watch_292__by1018-80x__979b9ac539.png,downloaded
297,Citizen,Citizen C7 Otomatik NH8393-05AE Erkek Kol Saati,NH8393-05AE,https://www.abtsaat.com/productimages/101435/big/citizen-nh8393-05ae-otomatik-erkek-kol-saati-3.jpeg,watch_images/citizen/nh8393-05ae/watch_297__nh8393-05ae__581a63d99d.jpeg,downloaded
313,Citizen,Citizen CA0641-16X Eco-Drive Erkek Kol Saati,CA0641-16X,https://www.abtsaat.com/productimages/101060/big/ca0641-16x_s2.jpeg,watch_images/citizen/ca0641-16x/watch_313__ca0641-16x__4652d34a8a.jpeg,downloaded
316,Citizen,Citizen AT1190-87X Eco-Drive Erkek Kol Saati,AT1190-87X,https://www.abtsaat.com/productimages/101124/big/at1190-87x.png,watch_images/citizen/at1190-87x/watch_316__at1190-87x__0b40ca49c0.png,downloaded
317,Citizen,Citizen CA0791-81X Eco-Drive Erkek Kol Saati,CA0791-81X,https://www.abtsaat.com/productimages/101061/big/ca0791-81x.png,watch_images/citizen/ca0791-81x/watch_317__ca0791-81x__1b0eee8412.png,downloaded
318,Citizen,Citizen CA0797-84E Eco-Drive Erkek Kol Saati,CA0797-84E,https://www.abtsaat.com/productimages/101062/big/ca0797-84e.png,watch_images/citizen/ca0797-84e/watch_318__ca0797-84e__f22e169f8f.png,downloaded
319,Citizen,Citizen Tsuyosa Salmon NJ0159-86Z Otomatik Erkek Kol Saati,NJ0159-86Z,https://www.abtsaat.com/productimages/102442/big/citizen-tsuyosa-nj0159-86z-otomatik-erkek-kol-saati-4.png,watch_images/citizen/nj0159-86z/watch_319__nj0159-86z__88c41be442.png,downloaded
320,Citizen,Citizen Tsuyosa NJ0159-86A Otomatik Erkek Kol Saati,NJ0159-86A,https://www.abtsaat.com/productimages/102570/big/citizen-tsuyosa-automatic-nj0159-86a-erkek-kol-saati-3.jpg,watch_images/citizen/nj0159-86a/watch_320__nj0159-86a__f3e6cf1c5f.jpg,downloaded
328,Citizen,Citizen CA7090-87X Eco-Drive Erkek Kol Saati,CA7090-87X,https://www.abtsaat.com/productimages/101063/big/ca7090-87e_2.jpeg,watch_images/citizen/ca7090-87x/watch_328__ca7090-87x__f09cab4a76.jpeg,downloaded
330,Citizen,Citizen Promaster Eco-Drive BN0157-11X Erkek,BN0157-11X,https://www.abtsaat.com/productimages/101052/big/bn0157-11x_3-741x700.jpeg,watch_images/citizen/bn0157-11x/watch_330__bn0157-11x__c748eae65f.jpeg,downloaded
333,Citizen,Citizen NJ2190-85E Otomatik Erkek Kol Saati,NJ2190-85E,https://www.abtsaat.com/productimages/101069/big/citizen-nj2190-85e-erkek-kol-saati-2.jpeg,watch_images/citizen/nj2190-85e/watch_333__nj2190-85e__62acba7b27.jpeg,downloaded
346,Citizen,Citizen AW1711-87L Eco-Drive Erkek Kol Saati,AW1711-87L,https://www.abtsaat.com/productimages/101127/big/aw1711-87l.png,watch_images/citizen/aw1711-87l/watch_346__aw1711-87l__b9313b8328.png,downloaded
347,Citizen,Citizen Zenshin Super Titanium AW0130-85LE Eco-Drive Erkek Kol Saati,AW0130-85LE,https://www.abtsaat.com/productimages/102449/big/citizen-zenshin-aw0130-85le-eco-drive-erkek-kol-saati-4.png,watch_images/citizen/aw0130-85le/watch_347__aw0130-85le__8e3b6603de.png,downloaded
380,Citizen,Citizen Promaster NY0140-80EE Erkek Kol Saati,NY0140-80EE,https://www.abtsaat.com/productimages/101072/big/citizen-ny0140-80ee-erkek-kol-saati.png,watch_images/citizen/ny0140-80ee/watch_380__ny0140-80ee__49c64ad99e.png,downloaded
381,Citizen,Citizen Promaster NY0145-86EE Erkek Kol Saati,NY0145-86EE,https://www.abtsaat.com/productimages/101074/big/citizen-ny0145-86ee-erkek-kol-saati.png,watch_images/citizen/ny0145-86ee/watch_381__ny0145-86ee__da027f35dd.png,downloaded
382,Seiko,Seiko Prospex SNJ033P Divers Erkek Kol Saati,SNJ033P,https://www.abtsaat.com/productimages/101110/big/seiko-snj033p-prospex-erkek-kol-saati.png,watch_images/seiko/snj033p/watch_382__snj033p__f82cd8c935.png,downloaded
383,Seiko,Seiko Prospex SNJ037P Divers Erkek Kol Saati,SNJ037P,https://www.abtsaat.com/productimages/101111/big/seiko-snj037p-prospex-erkek-kol-saati-1.png,watch_images/seiko/snj037p/watch_383__snj037p__f01f322789.png,downloaded
384,Citizen,Citizen Promaster NY0086-16LE Erkek Kol Saati,NY0086-16LE,https://www.abtsaat.com/productimages/101134/big/ny0086-16le.jpeg,watch_images/citizen/ny0086-16le/watch_384__ny0086-16le__0086b20660.jpeg,downloaded
385,Seiko,Seiko Prospex SNJ035P Divers Erkek Kol Saati,SNJ035P,https://www.abtsaat.com/productimages/101327/big/seiko-snj035p-prospex-arnie-padi-erkek-kol-saati-3.jpeg,watch_images/seiko/snj035p/watch_385__snj035p__4d0825f075.jpeg,downloaded
386,Seiko,Seiko Prospex SNJ039P Divers Erkek Kol Saati,SNJ039P,https://www.abtsaat.com/productimages/101525/big/seiko-snj039p-prospex-arnie-erkek-kol-saati-1.png,watch_images/seiko/snj039p/watch_386__snj039p__bba744c3bc.png,downloaded
399,Citizen,Citizen Promaster NY0120-01EE Erkek Kol Saati,NY0120-01EE,https://www.abtsaat.com/productimages/102013/big/citizen-ny0120-01ee-promaster-otomatik-erkek-kol-saati-1.png,watch_images/citizen/ny0120-01ee/watch_399__ny0120-01ee__4d0fa054ae.png,downloaded
419,Citizen,Citizen Promaster Orca Whale BN0235-01E Eco-Drive Erkek Kol Saati,BN0235-01E,https://www.abtsaat.com/productimages/102837/big/citizen-bn0235-01e-orca-erkek-kol-saati-3.png,watch_images/citizen/bn0235-01e/watch_419__bn0235-01e__ba75f03cff.png,downloaded
420,Citizen,Citizen Promaster Skyhawk Titanyum JY8100-80L Eco-Drive Erkek Kol Saati,JY8100-80L,https://www.abtsaat.com/productimages/102838/big/citizen-jy8100-80l-erkek-kol-saati-4.png,watch_images/citizen/jy8100-80l/watch_420__jy8100-80l__d3293338d2.png,downloaded
426,Citizen,Citizen Promaster BN2024-05E Erkek Kol Saati,BN2024-05E,https://www.abtsaat.com/productimages/101056/big/bn2024-05e_3.jpeg,watch_images/citizen/bn2024-05e/watch_426__bn2024-05e__ff1b0b80a3.jpeg,downloaded
427,Citizen,Citizen Tsuyosa NJ0151-88L Otomatik Kol Saati,NJ0151-88L,https://www.abtsaat.com/productimages/101816/big/citizen-nj0151-88x-otomatik-erkek-kol-saati-1.jpg,watch_images/citizen/nj0151-88l/watch_427__nj0151-88l__1ab319be72.jpg,downloaded
440,Baltic,Baltic Aquascaphe Bronze Black - Tropic Blue AQU13BBLA22 Otomatik Erkek Kol Saati,AQU13BBLA22,https://www.abtsaat.com/productimages/103651/big/aquascaphe-bronze-black-face-tropic-black-luminova.png,watch_images/baltic/aqu13bbla22/watch_440__aqu13bbla22__abb62ff586.png,downloaded
441,Tissot,Tissot Le Locle Rose Gold T0064073603300 Otomatik Erkek Kol Saati,T006.407.36.033.00,https://www.abtsaat.com/productimages/103561/big/tissot-t006_407_36_033_00-erkek-kol-saati-2.png,watch_images/tissot/t006.407.36.033.00/watch_441__t006.407.36.033.00__4abdae4c10.png,downloaded
456,Nivada,Nivada Grenchen F77 Stainless Steel Meteorite 68016A77-BC Otomatik Erkek Kol Saati,68016A77-BC,https://www.abtsaat.com/productimages/103392/big/nivada-68016a77-bc-f77-erkek-kol-saati-1.png,watch_images/nivada/68016a77-bc/watch_456__68016a77-bc__3a1143d8c1.png,downloaded
457,Baltic,Baltic HMS 003 Salmon - Stitched Navy HMS13TSALM36 Otomatik Erkek Kol Saati,HMS13TSALM36,https://www.abtsaat.com/productimages/103674/big/hms-003-side4.png,watch_images/baltic/hms13tsalm36/watch_457__hms13tsalm36__1e2337714c.png,downloaded
458,Baltic,Baltic HMS 003 Silver Blue - Beads of Rice HMS13TSILV11 Otomatik Erkek Kol Saati,HMS13TSILV11,https://www.abtsaat.com/productimages/103675/big/hms-003-back-open4.png,watch_images/baltic/hms13tsilv11/watch_458__hms13tsilv11__4a38685d11.png,downloaded
459,Baltic,Baltic HMS 003 Blue Gilt - Beads of Rice HMS13TBLUG11 Otomatik Erkek Kol Saati,HMS13TBLUG11,https://www.abtsaat.com/productimages/103694/big/hms-003-back-open9.png,watch_images/baltic/hms13tblug11/watch_459__hms13tblug11__fd75dd7829.png,downloaded
460,Baltic,Baltic HMS 003 Blue Gilt - Flat Link HMS13TBLUG12 Otomatik Erkek Kol Saati,HMS13TBLUG12,https://www.abtsaat.com/productimages/103695/big/hms-blue-gilt-003-3-4-flat-link.png,watch_images/baltic/hms13tblug12/watch_460__hms13tblug12__71b2d56ad9.png,downloaded
484,Citizen,Citizen Series8 GMT NB6030-59L Otomatik Erkek Kol Saati,NB6030-59L,https://www.abtsaat.com/productimages/102084/big/citizen-nb6030-59l-series8-gmt-erkek-kol-saati-3.png,watch_images/citizen/nb6030-59l/watch_484__nb6030-59l__d310193f11.png,downloaded
490,Baltic,Baltic Hermetique Tourer Blue - Beads of Rice HER11BLUW11 Otomatik Erkek Kol Saati,HER11BLUW11,https://www.abtsaat.com/productimages/103999/big/6f8a7971-fe6e-43c4-b895-f66f6ac34d4a.jpeg,watch_images/baltic/her11bluw11/watch_490__her11bluw11__2ee6b99745.jpeg,downloaded
491,Baltic,Baltic Hermetique Tourer Blue HER11BLUW71 Otomatik Erkek Kol Saati,HER11BLUW71,https://www.abtsaat.com/productimages/104000/big/hermetique-blue-face-lume.png,watch_images/baltic/her11bluw71/watch_491__her11bluw71__89bc735526.png,downloaded
492,Baltic,Baltic Hermetique Tourer Bronze - Blue HER12BBLU71 Otomatik Erkek Kol Saati,HER12BBLU71,https://www.abtsaat.com/productimages/104006/big/filters_quality755.png,watch_images/baltic/her12bblu71/watch_492__her12bblu71__e9beb72184.png,downloaded
508,Tissot,Tissot PR100 Jungfraubahn - T1504101104102 Özel Üretim Erkek Kol Saati,T150.410.11.041.02,https://www.abtsaat.com/productimages/103409/big/tissot-t150-410-11-041-02-erkek-kol-saati-2.png,watch_images/tissot/t150.410.11.041.02/watch_508__t150.410.11.041.02__7c1e9af272.png,downloaded
520,Citizen,Citizen Promaster Land JV1006-51L Eco-Drive Erkek Kol Saati,JV1006-51L,https://www.abtsaat.com/productimages/102935/big/citizen-jv1006-51l-promaster-erkek-kol-saati-2.png,watch_images/citizen/jv1006-51l/watch_520__jv1006-51l__9a6cc7ac68.png,downloaded
521,Citizen,Citizen Promaster Land JV1007-07E Eco-Drive,JV1007-07E,https://www.abtsaat.com/productimages/102936/big/citizen-jv1007-07e-promaster-land-eco-drive-erkek-kol-saati-7.png,watch_images/citizen/jv1007-07e/watch_521__jv1007-07e__a121486ba7.png,downloaded
523,Bruno,Bruno Söhnle Glashütte Rondo Big 17-13053-861 Quartz Erkek Kol Saati,17-13053-861,https://www.abtsaat.com/productimages/104107/big/bruno-sohnle-rondo-big-17-13053-861-quartzerkek-6.jpg,watch_images/bruno/17-13053-861/watch_523__17-13053-861__f97c4aff8b.jpg,downloaded
540,Citizen,Citizen Zenshin Super Titanium AW0130-85XE Eco-Drive Erkek Kol Saati,AW0130-85XE,https://www.abtsaat.com/productimages/102450/big/citizen-zenshin-aw0130-85xe-eco-drive-erkek-kol-saati-4.png,watch_images/citizen/aw0130-85xe/watch_540__aw0130-85xe__2452f0184e.png,downloaded
544,Citizen,Citizen Promaster Marine NY0160-66EE Otomatik Erkek Kol Saati,NY0160-66EE,https://www.abtsaat.com/productimages/102941/big/citizen-promaster-ny0160-66ee-marine-otomatik-erkek-kol-saati-4.png,watch_images/citizen/ny0160-66ee/watch_544__ny0160-66ee__622814c16b.png,downloaded
545,Citizen,Citizen Promaster Marine NY0164-65XE Otomatik Erkek Kol Saati,NY0164-65XE,https://www.abtsaat.com/productimages/102943/big/citizen-ny0164-65xe-promaster-marine-erkek-kol-saati-6.png,watch_images/citizen/ny0164-65xe/watch_545__ny0164-65xe__dd85d119de.png,downloaded
551,Nivada,Nivada Grenchen Antarctic GMT - Tropical 32061A23 Limitli Üretim Otomatik Erkek Kol Saati,32061A23,https://www.abtsaat.com/productimages/103612/big/antarctic-gmt-tropical-401374_1800x1800.png,watch_images/nivada/32061a23/watch_551__32061a23__ea54cfe2d6.png,downloaded
554,Baltic,Baltic MR01 Silver - Stitched Lion MR01SILV35 Otomatik Erkek Kol Saati,MR01SILV35,https://www.abtsaat.com/productimages/103958/big/mr01-back-stitched-lion2.png,watch_images/baltic/mr01silv35/watch_554__mr01silv35__e7a41bbd7b.png,downloaded
577,Pulsar,Pulsar PQ2048X Erkek kol Saati,PQ2048X,https://www.abtsaat.com/ProductImages/97957/big/pq2048x.jpg,watch_images/pulsar/pq2048x/watch_577__pq2048x__8e7bde485e.jpg,downloaded
578,Pulsar,Pulsar PQ2049X Erkek Kol Saati,PQ2049X,https://www.abtsaat.com/ProductImages/97958/big/pq2049x.jpg,watch_images/pulsar/pq2049x/watch_578__pq2049x__ec14bd6af7.jpg,downloaded
615,Seiko,Seiko Prospex SPB087J Divers Erkek Kol Saati,SPB087J,https://www.abtsaat.com/productimages/99598/big/spb087j-3.png,watch_images/seiko/spb087j/watch_615__spb087j__d518e23fde.png,downloaded
711,Swatch,Swatch Golden Yacht Restyled YOG409GD Erkek Kol,YOG409GD,https://www.abtsaat.com/productimages/100858/big/swatch-yog409gd-golden-yacht-restyled-erkek-kol-saati.jpeg,watch_images/swatch/yog409gd/watch_711__yog409gd__21d43c53e2.jpeg,downloaded
727,Citizen,Citizen AN8190-51L Quartz Erkek Kol Saati,AN8190-51L,https://www.abtsaat.com/productimages/101047/big/citizen-an8190-51l-erkek-kol-saati-1-min.jpg,watch_images/citizen/an8190-51l/watch_727__an8190-51l__642a4722c0.jpg,downloaded
728,Citizen,Citizen Promaster BN0220-16E Erkek Kol Saati,BN0220-16E,https://www.abtsaat.com/productimages/101054/big/bn0220-16e.png,watch_images/citizen/bn0220-16e/watch_728__bn0220-16e__2ae74e775b.png,downloaded
729,Citizen,Citizen NH8380-15EE Otomatik Erkek Kol Saati,NH8380-15EE,https://www.abtsaat.com/productimages/101066/big/citizen-nh8380-15ee-erkek-kol-saati-4.jpeg,watch_images/citizen/nh8380-15ee/watch_729__nh8380-15ee__1400bc3711.jpeg,downloaded
743,Citizen,Citizen AW1710-12E Eco-Drive Erkek Kol Saati,AW1710-12E,https://www.abtsaat.com/productimages/101407/big/citizen-aw1710-12e-erkek-kol-saati.png,watch_images/citizen/aw1710-12e/watch_743__aw1710-12e__ad0eabfa5c.png,downloaded
750,Swatch,Swatch Purple Irony YVS499G Unisex Kol Saati,YVS499G,https://www.abtsaat.com/productimages/101445/big/swatch-yvs499g-purple-irony-unisex-kol-saati-3.png,watch_images/swatch/yvs499g/watch_750__yvs499g__af9b7db696.png,downloaded
751,Citizen,Citizen Promaster NY0100-50ME Erkek Kol Saati,NY0100-50ME,https://www.abtsaat.com/productimages/101449/big/citizen-ny0100-50me-promaster-erkek-kol-saati-3.jpeg,watch_images/citizen/ny0100-50me/watch_751__ny0100-50me__24cfc6b18f.jpeg,downloaded
753,Swatch,Swatch COBALT LAGOON YVS496G Erkek Kol Saati,YVS496G,https://www.abtsaat.com/productimages/101563/big/yvs496g_3.png,watch_images/swatch/yvs496g/watch_753__yvs496g__bb3b92d6bc.png,downloaded
775,Swatch,Swatch YVS525 Carbonic Green Erkek Kol Saati,YVS525,https://www.abtsaat.com/productimages/102003/big/swatch-yvs525-carbonic-green-erkek-kol-saati-3.png,watch_images/swatch/yvs525/watch_775__yvs525__f10bee2420.png,downloaded
779,Citizen,Citizen Promaster Eco-Drive CB5860-86E,CB5860-86E,https://www.abtsaat.com/productimages/102225/big/citizen-promaster-cb5860-86e-eco-drive-erkek-kol-saati-6.jpg,watch_images/citizen/cb5860-86e/watch_779__cb5860-86e__91c678b759.jpg,downloaded
781,Citizen,Citizen Promaster Professional Diver 1000m Eco-Drive Erkek Kol Saati,BN7020-09E,https://www.abtsaat.com/productimages/102390/big/citizen-bn7020-09e-eco-drive-erkek-kol-saati-2.png,watch_images/citizen/bn7020-09e/watch_781__bn7020-09e__94942eedfb.png,downloaded
804,Hamilton,Hamilton Khaki Field H69529113 Erkek Kol Saati,H69529113,https://www.abtsaat.com/productimages/103155/big/hamilon-khaki-field-h69529113-erkek-kol-saati-3.png,watch_images/hamilton/h69529113/watch_804__h69529113__dbab47e033.png,downloaded
